name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
OrangeScape, Cloud Computing ,1000000,,IND,Chennai,Chennai,1,6/1/2012,2003-12,4,2003-Q4,2012,10/2/2013,5/1/2012,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oravel, Travel , NA   ,operating,IND,New Delhi,New Delhi,2,6/1/2012,2012-02,1,2012-Q1,2012,10/3/2013,3/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orbster, Mobile ,736050,operating,IND,Bangalore,Bangalore,1,6/1/2012,2008-01,1,2008-Q1,2012,10/4/2013,1/1/2008,736050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Shop, E-Commerce ,"50,000",operating,IND,Jaipur,Jaipur,1,6/1/2012,2011-01,1,2011-Q1,2012,10/4/2013,8/12/2013,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orient Green Power, Clean Technology ,55000000,operating,IND,Chennai,Chennai,1,6/1/2012,2007-01,1,2007-Q1,2012,10/9/2013,11/26/2008,0,0,0,0,0,0,0,0,55000000,0,0,0,0,0,0,0,0,0,0,0,0
Ozone Media Solutions, Curated Web ,7800000,operating,IND,Mumbai,Mumbai,3,6/7/2012,2006-01,1,2006-Q1,2012,10/9/2013,9/1/2012,0,7800000,0,0,0,0,0,0,0,0,0,0,0,2300000,1500000,0,0,0,0,0,0
Paladion, Enterprise Software ,10000000,operating,IND,Bangalore,Bangalore,1,6/20/2012,2000-01,1,2000-Q1,2012,10/10/2013,6/18/2014,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallocity, Analytics , NA   ,closed,IND,Bangalore,Bangalore,2,7/1/2012,,,,2012,10/11/2013,11/11/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PayMate India, E-Commerce ,14000000,operating,IND,Mumbai,Mumbai,2,7/4/2012,2006-01,1,2006-Q1,2012,10/17/2013,6/1/2008,0,14000000,0,0,0,0,0,0,0,0,0,0,0,5000000,9000000,0,0,0,0,0,0
Peel-Works, Human Resources ,2000000,operating,IND,Mumbai,Mumbai,1,7/4/2012,2010-09,3,2010-Q3,2012,10/17/2013,7/28/2014,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
People Interactive (India), Curated Web ,8000000,operating,IND,Mumbai,Mumbai,1,7/12/2012,,,,2012,10/18/2013,3/10/2006,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepperfry.com, E-Commerce ,28000000,operating,IND,Mumbai,Mumbai,3,7/15/2012,2011-01,1,2011-Q1,2012,10/18/2013,5/27/2014,0,28000000,0,0,0,0,0,0,0,0,0,0,0,5000000,8000000,15000000,0,0,0,0,0
Perfint Healthcare, Biotechnology ,32700000,operating,IND,Chennai,Chennai,4,7/15/2012,2005-01,1,2005-Q1,2012,10/22/2013,1/1/2013,0,32700000,0,0,0,0,0,0,0,0,0,0,0,3500000,7200000,8000000,14000000,0,0,0,0
Perpetuuiti TechnoSoft Services, Software , NA   ,operating,IND,New Delhi,Gurgaon,1,8/1/2012,2011-01,1,2011-Q1,2012,10/22/2013,10/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phone Warrior, Mobile ,550000,operating,IND,New Delhi,New Delhi,1,8/1/2012,2012-01,1,2012-Q1,2012,10/23/2013,12/9/2013,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phonethics Mobile Media, Internet ,200000,operating,IND,Mumbai,Mumbai,1,8/1/2012,2006-01,1,2006-Q1,2012,10/24/2013,5/7/2007,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plash Digital Labs, Mobile ,160000,operating,IND,Bangalore,Bangalore,1,8/1/2012,2012-12,4,2012-Q4,2012,10/25/2013,3/1/2013,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Playcez, Mobile ,530000,closed,IND,New Delhi,New Delhi,2,8/1/2012,2010-01,1,2010-Q1,2012,10/28/2013,3/8/2013,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pluss Polymers, Biotechnology ,2400000,operating,IND,Haryana,Haryana,1,8/6/2012,1993-01,1,1993-Q1,2012,10/31/2013,7/8/2013,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POKKT, Games ,2500000,operating,IND,Mumbai,Mumbai,2,8/13/2012,2012-08,3,2012-Q3,2012,10/31/2013,7/8/2014,0,2500000,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0
PolicyBazaar, Finance ,29600000,operating,IND,New Delhi,Gurgaon,4,8/15/2012,2008-01,1,2008-Q1,2012,11/1/2013,5/26/2014,0,29600000,0,0,0,0,0,0,0,0,0,0,0,4600000,5000000,20000000,0,0,0,0,0
Polygenta Technologies, Textiles ,3600000,operating,IND,Mumbai,Mumbai,1,8/30/2012,,,,2012,11/2/2013,7/21/2014,0,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portea Medical, Health Care ,8000000,operating,IND,Bangalore,Bangalore,2,9/1/2012,,,,2012,11/4/2013,7/31/2014,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0
PoshVine, Curated Web , NA   ,operating,IND,Bangalore,Bangalore,1,9/1/2012,2011-10,4,2011-Q4,2012,11/7/2013,6/26/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power2SME, Enterprise Software ,14800000,operating,IND,Mumbai,Mumbai,3,9/1/2012,2012-01,1,2012-Q1,2012,11/8/2013,9/15/2014,0,14800000,0,0,0,0,0,0,0,0,0,0,0,2000000,6000000,6800000,0,0,0,0,0
PowerStores, Hardware + Software ,2000000,,IND,Goa,Goa,1,9/1/2012,2011-01,1,2011-Q1,2012,11/12/2013,7/15/2013,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practo Technologies Pvt. Ltd, Health Care ,24000000,operating,IND,Bangalore,Bangalore,2,9/29/2012,2008-05,2,2008-Q2,2012,11/13/2013,8/6/2014,0,24000000,0,0,0,0,0,0,0,0,0,0,0,4000000,20000000,0,0,0,0,0,0
Press Play, Startups ,500000,operating,IND,New Delhi,New Delhi,1,10/1/2012,2013-12,4,2013-Q4,2012,11/14/2013,8/20/2014,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PressConnect, News ,500000,closed,IND,Bangalore,Bangalore,1,10/25/2012,2012-01,1,2012-Q1,2012,11/18/2013,1/1/2012,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PriceBaba, Search , NA   ,operating,IND,Mumbai,Mumbai,1,11/1/2012,2012-01,1,2012-Q1,2012,11/19/2013,5/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PriceBurp, Shopping ,100000,operating,IND,Mumbai,Mumbai,1,11/1/2012,2010-03,1,2010-Q1,2012,11/20/2013,10/20/2014,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prime Focus, Games ,53000000,operating,IND,IND - Other,Goregaon,1,11/1/2012,1997-01,1,1997-Q1,2012,11/20/2013,6/21/2013,0,0,0,0,0,0,0,0,53000000,0,0,0,0,0,0,0,0,0,0,0,0
Prime Focus Technologies, Software ,7500000,operating,IND,Mumbai,Mumbai,1,11/1/2012,2008-01,1,2008-Q1,2012,11/20/2013,4/9/2014,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Printland, E-Commerce ,810094,operating,IND,New Delhi,New Delhi,1,11/1/2012,2011-10,4,2011-Q4,2012,11/21/2013,9/20/2013,0,810094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Company, Social Media , NA   ,operating,IND,Mumbai,Mumbai,1,11/1/2012,,,,2012,11/21/2013,3/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prizm Payment Services, Finance ,8000000,acquired,IND,Chennai,Chennai,1,11/1/2012,2008-01,1,2008-Q1,2012,11/26/2013,8/5/2011,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Profoundis Labs, Social Media ,"40,000",operating,IND,Kochi,Kochi,1,11/19/2012,2012-06,2,2012-Q2,2012,11/27/2013,12/17/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PropTiger, Real Estate ,30000000,operating,IND,New Delhi,Noida,1,11/27/2012,2011-02,1,2011-Q1,2012,11/27/2013,11/25/2014,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Squirrel,,300000,operating,IND,IND - Other,Bombay,1,11/29/2012,,,,2012,11/27/2013,7/1/2014,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purplle, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,12/1/2012,2011-09,3,2011-Q3,2012,11/28/2013,8/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QED | EVEREST EDUSYS AND SOLUTIONS,,941697,operating,IND,Chennai,Chennai,1,12/12/2012,,,,2012,11/29/2013,3/24/2014,0,941697,0,0,0,0,0,0,0,0,0,0,0,941697,0,0,0,0,0,0,0
Qikwell Technologies, Mobile Health ,3000000,operating,IND,Bangalore,Bangalore,2,12/24/2012,2011-09,3,2011-Q3,2012,12/1/2013,11/24/2014,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
Quartz Solutions,, NA   ,operating,IND,Aurangabad,Aurangabad,1,1/1/2013,2003-03,1,2003-Q1,2013,12/1/2013,1/18/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quick Heal Technologies, Software ,13000000,operating,IND,Pune,Pune,1,1/1/2013,,,,2013,12/2/2013,8/18/2010,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuickoLabs, Internet Marketing ,340000,operating,IND,Bangalore,Bangalore,2,1/1/2013,2010-10,4,2010-Q4,2013,12/2/2013,10/6/2014,40000,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quikr India, Curated Web ,196000000,operating,IND,Mumbai,Mumbai,5,1/1/2013,2008-01,1,2008-Q1,2013,12/4/2013,9/17/2014,0,196000000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,8000000,32000000,90000000,60000000,0
Quippo Infrastructure, Clean Technology ,113300000,operating,IND,New Delhi,New Delhi,1,1/1/2013,,,,2013,12/4/2013,8/12/2008,0,0,0,0,0,0,0,0,113300000,0,0,0,0,0,0,0,0,0,0,0,0
Qyuki, Creative ,5400000,operating,IND,Bangalore,Bangalore,1,1/1/2013,2011-06,2,2011-Q2,2013,12/5/2013,2/14/2012,0,5400000,0,0,0,0,0,0,0,0,0,0,0,5400000,0,0,0,0,0,0,0
RailYatri, Apps ,486000,operating,IND,New Delhi,Noida,1,1/1/2013,,,,2013,12/6/2013,11/20/2014,0,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Hospitals, Biotechnology ,19500000,operating,IND,Hyderabad,Hyderabad,1,1/1/2013,1996-01,1,1996-Q1,2013,12/6/2013,8/13/2013,0,19500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReachTax, Finance , NA   ,operating,IND,Chennai,Chennai,1,1/1/2013,,,,2013,12/8/2013,8/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Image Media Technologies, Hardware + Software ,16000000,operating,IND,Chennai,Chennai,1,1/1/2013,1986-01,1,1986-Q1,2013,12/9/2013,8/1/2008,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Realty Compass, Real Estate , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2013,2012-01,1,2012-Q1,2013,12/9/2013,11/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reasoning Global eApplications Ltd., E-Commerce ,2550000,operating,IND,Hyderabad,Hyderabad,2,1/1/2013,2008-01,1,2008-Q1,2013,12/9/2013,1/1/2009,0,1550000,0,0,0,0,1000000,0,0,0,0,0,0,1550000,0,0,0,0,0,0,0
Red Panda Innovation Labs, Mobile ,500000,operating,IND,Mumbai,Mumbai,1,1/1/2013,2012-11,4,2012-Q4,2013,12/11/2013,9/1/2011,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redBus.in, Curated Web ,8328770,acquired,IND,Mumbai,Mumbai,3,1/1/2013,2006-01,1,2006-Q1,2013,12/12/2013,5/1/2012,0,8118770,0,0,0,0,0,0,0,0,0,210000,0,0,1690000,6428770,0,0,0,0,0
ReelBox Media Entertainment, News , NA   ,operating,IND,IND - Other,Nungambakkam,1,1/1/2013,,,,2013,12/12/2013,12/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regrob.com, Real Estate ,"2,000",operating,IND,New Delhi,Noida,1,1/1/2013,2008-02,1,2008-Q1,2013,12/13/2013,5/30/2013,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relevant e-solution, Online Shopping ,1000000,operating,IND,New Delhi,Gurgaon,1,1/1/2013,2012-01,1,2012-Q1,2013,12/15/2013,6/24/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reliance Jio Infocomm Ltd., Development Platforms ,2250000000,operating,IND,Mumbai,Mumbai,2,1/1/2013,2007-01,1,2007-Q1,2013,12/16/2013,11/17/2014,0,0,0,0,0,2250000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReNew Power, Clean Technology ,275000000,operating,IND,New Delhi,Gurgaon,2,1/1/2013,2011-01,1,2011-Q1,2013,12/16/2013,7/3/2014,0,0,0,0,0,0,0,0,275000000,0,0,0,0,0,0,0,0,0,0,0,0
reQall, Hardware ,2500000,operating,IND,Hyderabad,Hyderabad,1,1/1/2013,2007-01,1,2007-Q1,2013,12/16/2013,1/1/2006,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revantha Technologies, Image Recognition ,150000,operating,IND,Chennai,Chennai,1,1/1/2013,2000-01,1,2000-Q1,2013,12/16/2013,7/10/2012,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews42, Reviews and Recommendations ,5000000,operating,IND,New Delhi,New Delhi,1,1/1/2013,2010-12,4,2010-Q4,2013,12/17/2013,7/7/2014,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHLvision Technologies, Software ,200000,operating,IND,Ernakulam,Ernakulam,2,1/1/2013,2012-01,1,2012-Q1,2013,12/17/2013,3/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0
Rishi Mining Resources, Minerals ,150000,operating,IND,Bhubaneswar,Bhubaneswar,1,1/1/2013,,,,2013,12/17/2013,4/1/2014,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiverSilica,,1500000,operating,IND,Bangalore,Bangalore,1,1/1/2013,,,,2013,12/17/2013,12/1/2014,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robotic Wares, Market Research ,500000,operating,IND,New Delhi,New Delhi,1,1/1/2013,,,,2013,12/17/2013,9/10/2014,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RobotsAlive, Hardware + Software , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2013,,,,2013,12/18/2013,8/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolocule Games, Games , NA   ,operating,IND,Pune,Pune,1,1/1/2013,,,,2013,12/18/2013,5/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room n House, Travel ,166396,operating,IND,Mumbai,Mumbai,1,1/1/2013,2012-11,4,2012-Q4,2013,12/20/2013,7/16/2014,0,166396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roposo, E-Commerce ,1000000,operating,IND,New Delhi,Gurgaon,1,1/1/2013,2012-01,1,2012-Q1,2013,12/24/2013,7/8/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose Island, Shopping ,"10,000",operating,IND,Chandigarh,Chandigarh,1,1/1/2013,2013-03,1,2013-Q1,2013,1/1/2014,11/4/2013,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roshini International Bio Energy, Clean Technology ,1040000,operating,IND,Hyderabad,Hyderabad,1,1/1/2013,1996-01,1,1996-Q1,2013,1/1/2014,4/10/2008,0,1040000,0,0,0,0,0,0,0,0,0,0,0,0,1040000,0,0,0,0,0,0
Royal Yatri Holidays, Travel & Tourism , NA   ,operating,IND,New Delhi,Noida,1,1/1/2013,2013-12,4,2013-Q4,2013,1/2/2014,7/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RupeeTimes, Finance , NA   ,operating,IND,New Delhi,Gurgaon,1,1/1/2013,2007-09,3,2007-Q3,2013,1/7/2014,1/1/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RxVault.in, Mobile ,"10,000",operating,IND,New Delhi,New Delhi,1,1/1/2013,2013-01,1,2013-Q1,2013,1/7/2014,7/1/2013,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMHI Hotels, Finance ,75000000,operating,IND,New Delhi,Gurgaon,1,1/1/2013,,,,2013,1/7/2014,11/4/2011,0,0,0,0,0,0,0,0,75000000,0,0,0,0,0,0,0,0,0,0,0,0
Sanghvi, Real Estate ,10000000,operating,IND,Pune,Pune,1,1/12/2013,2010-01,1,2010-Q1,2013,1/8/2014,3/10/2014,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapience Analytics Private Limited, Human Resources ,8148255,operating,IND,Pune,Pune,2,1/17/2013,2009-01,1,2009-Q1,2013,1/8/2014,10/13/2014,0,8148255,0,0,0,0,0,0,0,0,0,0,0,748255,7400000,0,0,0,0,0,0
Saraf Foods, Hospitality ,1600000,operating,IND,Vadodara,Vadodara,1,1/22/2013,,,,2013,1/9/2014,1/28/2014,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satin Creditcare Network Limited (SCNL), Nonprofits ,4700000,operating,IND,New Delhi,New Delhi,1,2/1/2013,,,,2013,1/12/2014,4/7/2014,0,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SatNav Technologies, Public Transportation ,7000000,closed,IND,Hyderabad,Hyderabad,1,2/18/2013,2004-01,1,2004-Q1,2013,1/13/2014,5/14/2008,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
Savaari Car Rentals, Public Transportation ,28000000,operating,IND,Bangalore,Bangalore,2,3/1/2013,2006-01,1,2006-Q1,2013,1/14/2014,10/24/2013,0,28000000,0,0,0,0,0,0,0,0,0,0,0,1000000,27000000,0,0,0,0,0,0
Scandid, Price Comparison , NA   ,operating,IND,Pune,Pune,1,3/1/2013,2012-01,1,2012-Q1,2013,1/14/2014,5/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School Admissions, High Schools ,"50,000",operating,IND,New Delhi,New Delhi,1,3/10/2013,2012-04,2,2012-Q2,2013,1/18/2014,4/15/2013,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scion Global, Clean Technology ,187000,operating,IND,Bangalore,Bangalore,1,3/25/2013,,,,2013,1/20/2014,10/15/2009,0,187000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scopial Fashion, Fashion , NA   ,closed,IND,Thane,Thane,1,4/1/2013,2009-01,1,2009-Q1,2013,1/21/2014,8/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD Motiongraphiks, Software , NA   ,operating,IND,Mumbai,Mumbai,1,4/1/2013,2014-05,2,2014-Q2,2013,1/24/2014,5/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seat 14A, E-Commerce , NA   ,operating,IND,New Delhi,New Delhi,1,4/1/2013,2013-02,1,2013-Q1,2013,1/26/2014,4/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seclore, Software ,6000000,operating,IND,Mumbai,Mumbai,2,4/1/2013,2005-01,1,2005-Q1,2013,1/27/2014,4/24/2013,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SectorQube, Consumer Electronics ,"48,000",operating,IND,Ernakulam,Ernakulam,1,4/1/2013,2011-01,1,2011-Q1,2013,1/28/2014,10/5/2014,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Securens, Security ,9000000,operating,IND,Mumbai,Mumbai,2,4/1/2013,2012-01,1,2012-Q1,2013,1/30/2014,5/23/2014,0,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Securesight Technologies, Information Security ,"10,000",operating,IND,Mumbai,Mumbai,1,4/4/2013,2013-10,4,2013-Q4,2013,1/30/2014,10/17/2013,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDEMAC Mechatronics, Clean Technology , NA   ,operating,IND,Mumbai,Mumbai,1,4/8/2013,,,,2013,1/31/2014,9/11/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SeekSherpa, Leisure , NA   ,operating,IND,Delhi,Delhi,1,4/18/2013,,,,2013,2/1/2014,7/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senco Gold, Jewelry ,13000000,operating,IND,IND - Other,Calcutta,1,4/24/2013,1938-01,1,1938-Q1,2013,2/1/2014,10/9/2014,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0
Sentropi, Security ,"40,000",operating,IND,Ahmedabad,Ahmedabad,1,5/1/2013,,,,2013,2/1/2014,8/23/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seventymm, E-Commerce ,1800000,operating,IND,Bangalore,Bangalore,1,5/5/2013,2005-01,1,2005-Q1,2013,2/4/2014,8/10/2011,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SharesVault, Finance , NA   ,operating,IND,Ahmedabad,Ahmedabad,1,5/8/2013,2010-10,4,2010-Q4,2013,2/5/2014,7/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShieldSquare, Information Security ,350000,operating,IND,Bangalore,Bangalore,1,5/20/2013,2013-01,1,2013-Q1,2013,2/5/2014,10/10/2014,0,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiram Credit, Finance ,15000000,operating,IND,Chennai,Chennai,1,5/30/2013,,,,2013,2/7/2014,9/18/2011,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shop pirate, Internet ,"83,053",operating,IND,Hyderabad,Hyderabad,1,5/31/2013,2013-01,1,2013-Q1,2013,2/9/2014,6/19/2014,83053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shopatplaces, Lifestyle ,"33,000",operating,IND,New Delhi,New Delhi,1,8/1/2013,2012-01,1,2012-Q1,2013,2/10/2014,5/1/2012,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShopClues.com, E-Commerce ,16250000,operating,IND,New Delhi,Gurgaon,4,8/1/2013,2011-01,1,2011-Q1,2013,2/14/2014,4/5/2013,250000,14000000,0,0,0,0,2000000,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0
Shopo, Fashion , NA   ,acquired,IND,Chennai,Chennai,1,8/1/2013,2011-01,1,2011-Q1,2013,2/17/2014,8/17/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shopsense, SaaS , NA   ,operating,IND,Mumbai,Mumbai,1,8/10/2013,2012-09,3,2012-Q3,2013,2/18/2014,9/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShopYourWorld, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,8/11/2013,2010-01,1,2010-Q1,2013,2/18/2014,9/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Housing Development Finance Company, Real Estate ,28000000,operating,IND,New Delhi,New Delhi,2,9/13/2013,2010-01,1,2010-Q1,2013,2/19/2014,9/9/2014,0,28000000,0,0,0,0,0,0,0,0,0,0,0,0,8000000,20000000,0,0,0,0,0
Signia Corporate Services, Transportation , NA   ,operating,IND,Bangalore,Bangalore,1,9/24/2013,2010-12,4,2010-Q4,2013,2/20/2014,4/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simpa Networks, Clean Technology ,1100000,operating,IND,Bangalore,Bangalore,1,10/1/2013,2010-03,1,2010-Q1,2013,2/21/2014,11/29/2010,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simpli5d,, NA   ,operating,IND,New Delhi,Gurgaon,1,10/4/2013,2011-01,1,2011-Q1,2013,2/27/2014,11/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simplibuy Technologies, Curated Web ,403112,operating,IND,Pune,Pune,2,10/5/2013,2010-11,4,2010-Q4,2013,3/1/2014,7/26/2013,403112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skanray Technologies, Manufacturing ,14750000,operating,IND,Mysore,Mysore,1,10/17/2013,2007-01,1,2007-Q1,2013,3/5/2014,9/3/2013,0,14750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skelta Software, Software ,1500000,operating,IND,Bangalore,Bangalore,1,12/1/2013,1997-01,1,1997-Q1,2013,3/7/2014,11/15/2006,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
SkillBoost, Human Computer Interaction , NA   ,operating,IND,New Delhi,New Delhi,1,12/1/2013,2013-12,4,2013-Q4,2013,3/9/2014,4/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
